"enrol_id","foe_code","eftsl","student_contribution","commonwealth_contribution","tuition_amount","enrol_unit"
"81321","091515","0.125","555.63","2286.50","2842.13",1
"81322","010500","1.500","13422.00","27438.00","40860.00",12
"81323","020119","0.250","2237.00","3728.75","5965.75",2
"81324","010101","0.750","3333.75","11186.25","14520.00",6
"81325","010909","0.125","1118.50","2286.50","3405.00",1
"81326","010101","0.375","1666.88","5593.13","7260.00",3
"81327","010199","0.125","555.63","1864.38","2420.00",1
"81328","010999","0.125","1118.50","2286.50","3405.00",1
"81329","091701","0.125","2040.38","154.50","2194.88",1
"81330","039999","1.000","8948.00","18292.00","27240.00",8
"81331","010301","1.625","14540.50","29724.50","44265.00",13
"81332","091901","2.375","38767.13","2935.50","41702.63",19
"81333","010905","0.125","1118.50","2286.50","3405.00",1
"81334","089999","2.000","32646.00","2472.00","35118.00",16
"81335","099999","1.125","18363.38","1390.50","19753.88",9
"81336","090900","0.125","2040.38","154.50","2194.88",1
"81337","081101","0.750","12242.25","927.00","13169.25",6
"81338","010100","0.750","3333.75","11186.25","14520.00",6
"81339","019999","1.500","13422.00","27438.00","40860.00",12
"81340","019999","0.375","3355.50","6859.50","10215.00",3
"81341","029999","0.250","2237.00","3728.75","5965.75",2
"81342","060100","0.250","3180.00","7598.75","10778.75",2
"81343","061300","0.125","1118.50","1864.38","2982.88",1
"81344","089900","2.625","42847.88","3244.50","46092.38",21
"81345","091503","1.125","5000.63","20578.50","25579.13",9
"81346","091599","0.375","1666.88","5593.13","7260.00",3
"81347","099999","1.000","16323.00","1236.00","17559.00",8
"81348","091503","0.750","3333.75","13719.00","17052.75",6
"81349","061399","0.125","1118.50","1864.38","2982.88",1
"81350","099903","0.625","10201.88","772.50","10974.38",5
"85643","010999","0.250","2237.00","4573.00","6810.00",2
"81351","090311","0.125","2040.38","154.50","2194.88",1
"81352","010901","0.250","2237.00","4573.00","6810.00",2
"81353","010901","0.250","2237.00","4573.00","6810.00",2
"81354","010103","1.125","5000.63","16779.38","21780.00",9
"81355","080311","0.125","2040.38","154.50","2194.88",1
"81356","010103","0.125","555.63","1864.38","2420.00",1
"81357","060101","0.375","4770.00","11398.13","16168.13",3
"81358","091515","0.125","555.63","2286.50","2842.13",1
"81359","090901","0.875","14282.63","1081.50","15364.13",7
"81360","010913","0.250","2237.00","4573.00","6810.00",2
"81361","010913","0.250","2237.00","4573.00","6810.00",2
"81362","091515","0.250","1111.25","4573.00","5684.25",2
"81363","020307","0.375","3355.50","5593.13","8948.63",3
"81364","090305","0.125","2040.38","154.50","2194.88",1
"81365","010301","0.625","5592.50","11432.50","17025.00",5
"81366","010300","0.250","2237.00","4573.00","6810.00",2
"81367","010301","0.125","1118.50","2286.50","3405.00",1
"81368","091515","0.750","3333.75","13719.00","17052.75",6
"81369","010301","0.375","3355.50","6859.50","10215.00",3
"81370","100700","0.125","2040.38","154.50","2194.88",1
"81371","091901","3.250","53049.75","4017.00","57066.75",26
"81372","091505","0.250","1111.25","4573.00","5684.25",2
"81373","019999","1.500","13422.00","27438.00","40860.00",12
"81374","010100","0.500","2222.50","7457.50","9680.00",4
"81375","020100","0.250","2237.00","3728.75","5965.75",2
"81376","040103","0.125","1118.50","1864.38","2982.88",1
"81377","099999","2.000","32646.00","2472.00","35118.00",16
"81378","091599","2.000","8890.00","29830.00","38720.00",16
"81379","080505","0.250","4080.75","309.00","4389.75",2
"81380","100101","0.250","2237.00","3728.75","5965.75",2
"81381","100101","0.125","1118.50","1864.38","2982.88",1
"81382","100101","0.125","1118.50","1864.38","2982.88",1
"81383","010300","0.250","2237.00","4573.00","6810.00",2
"81384","010913","2.000","17896.00","36584.00","54480.00",16
"81385","010103","0.250","1111.25","3728.75","4840.00",2
"81386","081101","0.375","6121.13","463.50","6584.63",3
"81387","091599","1.000","4445.00","14915.00","19360.00",8
"81388","081101","0.500","8161.50","618.00","8779.50",4
"81389","091521","0.125","555.63","1864.38","2420.00",1
"81390","091101","0.250","4080.75","309.00","4389.75",2
"81391","010101","0.125","555.63","1864.38","2420.00",1
"81392","090900","0.500","8161.50","618.00","8779.50",4
"81393","100101","0.125","1118.50","1864.38","2982.88",1
"81394","100101","0.125","1118.50","1864.38","2982.88",1
"81395","100101","0.375","3355.50","5593.13","8948.63",3
"81396","090101","1.375","22444.13","1699.50","24143.63",11
"81397","010905","0.375","3355.50","6859.50","10215.00",3
"81398","010901","1.250","11185.00","22865.00","34050.00",10
"81399","100101","0.125","1118.50","1864.38","2982.88",1
"81400","100101","0.375","3355.50","5593.13","8948.63",3
"81401","090101","1.125","18363.38","1390.50","19753.88",9
"81402","090101","0.375","6121.13","463.50","6584.63",3
"81403","019901","1.125","10066.50","20578.50","30645.00",9
"81404","019901","1.125","10066.50","20578.50","30645.00",9
"81405","080101","0.375","6121.13","463.50","6584.63",3
"81406","090911","0.250","4080.75","309.00","4389.75",2
"81407","080101","0.125","2040.38","154.50","2194.88",1
"81408","091515","0.125","555.63","2286.50","2842.13",1
"81409","019901","1.125","10066.50","20578.50","30645.00",9
"81410","091901","0.375","6121.13","463.50","6584.63",3
"81411","091901","0.125","2040.38","154.50","2194.88",1
"81412","080303","0.375","6121.13","463.50","6584.63",3
"81413","080307","1.375","22444.13","1699.50","24143.63",11
"81414","091901","0.625","10201.88","772.50","10974.38",5
"81415","081101","0.250","4080.75","309.00","4389.75",2
"81416","081101","0.875","14282.63","1081.50","15364.13",7
"81417","081101","1.625","26524.88","2008.50","28533.38",13
"81418","091521","0.125","555.63","1864.38","2420.00",1
"81419","010101","2.125","9445.63","31694.38","41140.00",17
"81420","010101","2.000","8890.00","29830.00","38720.00",16
"81421","010301","0.125","1118.50","2286.50","3405.00",1
"81422","010301","0.375","3355.50","6859.50","10215.00",3
"81423","091515","0.125","555.63","2286.50","2842.13",1
"81424","091515","0.125","555.63","2286.50","2842.13",1
"81425","080315","1.250","20403.75","1545.00","21948.75",10
"81426","060113","0.250","2237.00","7598.75","9835.75",2
"81427","069903","0.125","2040.38","154.50","2194.88",1
"81428","081101","0.500","8161.50","618.00","8779.50",4
"81429","091505","0.125","555.63","2286.50","2842.13",1
"81430","091505","0.250","1111.25","4573.00","5684.25",2
"81431","010999","0.375","3355.50","6859.50","10215.00",3
"81432","100101","0.250","2237.00","3728.75","5965.75",2
"81433","080505","0.250","4080.75","309.00","4389.75",2
"81434","129999","0.625","10201.88","772.50","10974.38",5
"81435","080505","0.125","2040.38","154.50","2194.88",1
"81436","080505","0.125","2040.38","154.50","2194.88",1
"81437","010901","0.250","2237.00","4573.00","6810.00",2
"81438","100101","2.000","17896.00","29830.00","47726.00",16
"81439","091101","0.125","2040.38","154.50","2194.88",1
"81440","090911","0.500","8161.50","618.00","8779.50",4
"81441","030701","0.250","2237.00","4573.00","6810.00",2
"81442","010103","0.125","555.63","1864.38","2420.00",1
"81443","010301","0.625","5592.50","11432.50","17025.00",5
"81444","010300","0.500","4474.00","9146.00","13620.00",4
"81445","091513","0.125","555.63","2286.50","2842.13",1
"81446","080505","2.500","40807.50","3090.00","43897.50",20
"81447","010101","0.500","2222.50","7457.50","9680.00",4
"81448","081101","0.625","10201.88","772.50","10974.38",5
"81449","099999","0.125","2040.38","154.50","2194.88",1
"81450","039900","0.125","1118.50","2286.50","3405.00",1
"81451","010101","0.250","1111.25","3728.75","4840.00",2
"81452","080101","0.125","2040.38","154.50","2194.88",1
"81453","010101","1.375","6111.88","20508.13","26620.00",11
"81454","091701","0.375","6121.13","463.50","6584.63",3
"81455","061300","0.500","4474.00","7457.50","11931.50",4
"81456","010901","0.125","1118.50","2286.50","3405.00",1
"81457","010900","0.500","4474.00","9146.00","13620.00",4
"81458","010900","0.250","2237.00","4573.00","6810.00",2
"81459","010900","0.250","2237.00","4573.00","6810.00",2
"81460","010999","0.250","2237.00","4573.00","6810.00",2
"81461","010500","0.250","2237.00","4573.00","6810.00",2
"81462","090300","0.500","8161.50","618.00","8779.50",4
"81463","091701","0.500","8161.50","618.00","8779.50",4
"81464","090999","0.125","2040.38","154.50","2194.88",1
"81465","090999","0.750","12242.25","927.00","13169.25",6
"81466","090901","0.250","4080.75","309.00","4389.75",2
"81467","090999","0.750","12242.25","927.00","13169.25",6
"81468","010300","0.500","4474.00","9146.00","13620.00",4
"81469","010301","0.250","2237.00","4573.00","6810.00",2
"81470","091900","0.250","4080.75","309.00","4389.75",2
"81471","091901","0.125","2040.38","154.50","2194.88",1
"81472","010999","0.250","2237.00","4573.00","6810.00",2
"81473","010999","0.250","2237.00","4573.00","6810.00",2
"81474","010999","0.250","2237.00","4573.00","6810.00",2
"81475","010913","0.375","3355.50","6859.50","10215.00",3
"81476","010913","1.000","8948.00","18292.00","27240.00",8
"81477","010915","0.250","2237.00","4573.00","6810.00",2
"81478","020100","0.750","6711.00","11186.25","17897.25",6
"81479","020100","1.000","8948.00","14915.00","23863.00",8
"81480","029901","0.750","6711.00","11186.25","17897.25",6
"81481","020199","0.375","3355.50","5593.13","8948.63",3
"81482","020119","0.375","3355.50","5593.13","8948.63",3
"81483","020100","0.375","3355.50","5593.13","8948.63",3
"81484","020300","0.625","5592.50","9321.88","14914.38",5
"81485","010913","0.250","2237.00","4573.00","6810.00",2
"81486","010900","0.500","4474.00","9146.00","13620.00",4
"81487","100101","0.250","2237.00","3728.75","5965.75",2
"81488","100101","0.125","1118.50","1864.38","2982.88",1
"81489","100101","0.125","1118.50","1864.38","2982.88",1
"81490","010999","0.250","2237.00","4573.00","6810.00",2
"81491","010900","0.250","2237.00","4573.00","6810.00",2
"81492","100101","0.125","1118.50","1864.38","2982.88",1
"81493","100101","0.375","3355.50","5593.13","8948.63",3
"81494","100101","0.250","2237.00","3728.75","5965.75",2
"81495","100101","0.250","2237.00","3728.75","5965.75",2
"81496","100101","0.125","1118.50","1864.38","2982.88",1
"81497","100101","0.375","3355.50","5593.13","8948.63",3
"81498","010913","0.250","2237.00","4573.00","6810.00",2
"81499","080307","0.500","8161.50","618.00","8779.50",4
"81500","080309","0.125","2040.38","154.50","2194.88",1
"81501","080399","0.125","2040.38","154.50","2194.88",1
"81502","010999","2.250","20133.00","41157.00","61290.00",18
"81503","010303","0.125","1118.50","2286.50","3405.00",1
"81504","010901","0.250","2237.00","4573.00","6810.00",2
"81505","010901","0.125","1118.50","2286.50","3405.00",1
"81506","080301","0.125","2040.38","154.50","2194.88",1
"81507","010913","2.875","25725.50","52589.50","78315.00",23
"81508","090399","0.125","2040.38","154.50","2194.88",1
"81509","091503","0.375","1666.88","6859.50","8526.38",3
"81510","010101","1.000","4445.00","14915.00","19360.00",8
"81511","039900","3.750","33555.00","68595.00","102150.00",30
"81512","091103","0.375","6121.13","463.50","6584.63",3
"81513","090999","0.250","4080.75","309.00","4389.75",2
"81514","091103","0.625","10201.88","772.50","10974.38",5
"81515","091505","0.125","555.63","2286.50","2842.13",1
"81516","091515","0.250","1111.25","4573.00","5684.25",2
"81517","091701","1.375","22444.13","1699.50","24143.63",11
"81518","091701","0.250","4080.75","309.00","4389.75",2
"81519","010913","0.625","5592.50","11432.50","17025.00",5
"81520","091901","0.375","6121.13","463.50","6584.63",3
"81521","091505","0.125","555.63","2286.50","2842.13",1
"81522","091505","0.125","555.63","2286.50","2842.13",1
"81523","060113","0.125","1118.50","3799.38","4917.88",1
"81524","090399","0.875","14282.63","1081.50","15364.13",7
"81525","039999","0.125","1118.50","2286.50","3405.00",1
"81526","039903","0.125","1118.50","2286.50","3405.00",1
"81527","039903","0.125","1118.50","2286.50","3405.00",1
"81528","090305","0.375","6121.13","463.50","6584.63",3
"81529","010101","0.875","3889.38","13050.63","16940.00",7
"81530","010101","1.000","4445.00","14915.00","19360.00",8
"81531","100700","0.500","8161.50","618.00","8779.50",4
"81532","100700","0.250","4080.75","309.00","4389.75",2
"81533","031303","0.250","2237.00","4573.00","6810.00",2
"81534","030301","0.250","2237.00","4573.00","6810.00",2
"81535","091901","0.375","6121.13","463.50","6584.63",3
"81536","091901","0.500","8161.50","618.00","8779.50",4
"81537","091901","0.125","2040.38","154.50","2194.88",1
"81538","091901","0.125","2040.38","154.50","2194.88",1
"81539","091903","0.250","4080.75","309.00","4389.75",2
"81540","030305","0.125","1118.50","2286.50","3405.00",1
"81541","039901","0.125","1118.50","2286.50","3405.00",1
"81542","031305","0.125","1118.50","2286.50","3405.00",1
"81543","090305","0.125","2040.38","154.50","2194.88",1
"81544","090305","0.125","2040.38","154.50","2194.88",1
"81545","030301","0.250","2237.00","4573.00","6810.00",2
"81546","010101","0.625","2778.13","9321.88","12100.00",5
"81547","010101","0.625","2778.13","9321.88","12100.00",5
"81548","010101","0.500","2222.50","7457.50","9680.00",4
"81549","090305","0.500","8161.50","618.00","8779.50",4
"81550","090305","0.375","6121.13","463.50","6584.63",3
"81551","091523","0.500","2222.50","7457.50","9680.00",4
"81552","100701","0.125","2040.38","154.50","2194.88",1
"81553","090313","0.250","4080.75","309.00","4389.75",2
"81554","090313","0.125","2040.38","154.50","2194.88",1
"81555","091503","0.125","555.63","2286.50","2842.13",1
"81556","090909","0.125","2040.38","154.50","2194.88",1
"81557","030903","0.125","1118.50","2286.50","3405.00",1
"81558","030999","0.125","1118.50","2286.50","3405.00",1
"81559","090309","0.125","2040.38","154.50","2194.88",1
"81560","100101","0.375","3355.50","5593.13","8948.63",3
"81561","090307","0.250","4080.75","309.00","4389.75",2
"81562","090399","0.250","4080.75","309.00","4389.75",2
"81563","100700","0.375","6121.13","463.50","6584.63",3
"81564","030799","0.625","5592.50","11432.50","17025.00",5
"81565","091505","0.250","1111.25","4573.00","5684.25",2
"81566","091515","0.375","1666.88","6859.50","8526.38",3
"81567","091515","0.125","555.63","2286.50","2842.13",1
"81568","090399","0.125","2040.38","154.50","2194.88",1
"81569","091515","0.125","555.63","2286.50","2842.13",1
"81570","010911","0.125","1118.50","2286.50","3405.00",1
"81571","100101","0.125","1118.50","1864.38","2982.88",1
"81572","030911","0.125","1118.50","2286.50","3405.00",1
"81573","030900","0.125","1118.50","2286.50","3405.00",1
"81574","030903","0.125","1118.50","2286.50","3405.00",1
"81575","031305","0.125","1118.50","2286.50","3405.00",1
"81576","031307","0.750","6711.00","13719.00","20430.00",6
"81577","100705","0.500","8161.50","618.00","8779.50",4
"81578","090313","0.375","6121.13","463.50","6584.63",3
"81579","091523","0.250","1111.25","3728.75","4840.00",2
"81580","100705","0.250","4080.75","309.00","4389.75",2
"81581","091599","0.125","555.63","1864.38","2420.00",1
"81582","091505","0.125","555.63","2286.50","2842.13",1
"81583","090311","0.500","8161.50","618.00","8779.50",4
"81584","090303","0.250","4080.75","309.00","4389.75",2
"81585","090303","0.375","6121.13","463.50","6584.63",3
"81586","020103","2.500","22370.00","37287.50","59657.50",20
"81587","020100","0.500","4474.00","7457.50","11931.50",4
"81588","020113","0.125","1118.50","1864.38","2982.88",1
"81589","010103","0.500","2222.50","7457.50","9680.00",4
"81590","010301","1.125","10066.50","20578.50","30645.00",9
"81591","010301","0.375","3355.50","6859.50","10215.00",3
"81592","061303","0.125","1118.50","1864.38","2982.88",1
"81593","061307","0.250","2237.00","3728.75","5965.75",2
"81594","061300","0.125","1118.50","1864.38","2982.88",1
"81595","080313","0.250","4080.75","309.00","4389.75",2
